AX AY AZ AT GX GY GZ GT TS
-0.11 -0.12 -2.04 -2.26 13.37 10.31 9.83 33.51 1655503815.3880827
-0.11 -0.12 -2.04 -2.26 14.04 10.44 8.91 33.39 1655503815.3911815
-0.11 -0.12 -2.04 -2.27 13.43 9.58 8.85 31.86 1655503815.3947492
-0.11 -0.11 -2.05 -2.27 12.08 9.34 7.87 29.3 1655503815.3980422
-0.11 -0.12 -2.05 -2.27 12.21 11.23 9.16 32.59 1655503815.4013336
-0.11 -0.12 -2.05 -2.28 11.84 7.57 8.42 27.83 1655503815.4046528
-0.1 -0.11 -2.04 -2.25 13.98 8.91 9.22 32.1 1655503815.4079716
-0.11 -0.12 -2.04 -2.26 12.33 8.85 8.36 29.54 1655503815.4112694
-0.11 -0.11 -2.04 -2.27 13.12 10.25 8.67 32.04 1655503815.4144547
-0.11 -0.11 -2.04 -2.26 13.37 10.07 9.34 32.78 1655503815.4179122
-0.11 -0.11 -2.04 -2.26 13.0 8.97 8.79 30.76 1655503815.421451
-0.11 -0.11 -2.04 -2.25 12.15 8.91 9.89 30.94 1655503815.424777
-0.11 -0.11 -2.04 -2.26 12.27 9.83 9.16 31.25 1655503815.4280796
-0.11 -0.11 -2.04 -2.26 13.06 9.28 8.48 30.82 1655503815.4313686
-0.11 -0.11 -2.04 -2.26 12.82 8.91 8.91 30.64 1655503815.4346445
-0.11 -0.11 -2.04 -2.26 15.14 9.28 9.64 34.06 1655503815.4379795
-0.11 -0.11 -2.04 -2.26 13.31 7.39 9.09 29.79 1655503815.4411118
-0.11 -0.11 -2.04 -2.26 12.94 8.24 9.34 30.52 1655503815.4444344
-0.11 -0.12 -2.04 -2.26 12.63 10.44 9.64 32.71 1655503815.4475682
-0.11 -0.12 -2.03 -2.27 12.33 9.22 8.91 30.46 1655503815.4511836
-0.11 -0.11 -2.04 -2.26 13.24 10.62 8.97 32.84 1655503815.454286
-0.11 -0.11 -2.03 -2.25 14.16 9.28 10.44 33.87 1655503815.4575155
-0.11 -0.11 -2.04 -2.26 13.12 10.07 9.52 32.71 1655503815.4608488
-0.1 -0.11 -2.04 -2.25 13.18 10.86 8.97 33.02 1655503815.4643404
-0.11 -0.11 -2.04 -2.26 13.49 10.8 8.97 33.26 1655503815.467668
-0.11 -0.11 -2.04 -2.26 13.31 9.52 9.34 32.17 1655503815.4712427
-0.11 -0.11 -2.04 -2.26 13.0 10.86 8.97 32.84 1655503815.4744391
-0.11 -0.11 -2.04 -2.26 12.27 12.63 8.61 33.51 1655503815.477451
-0.11 -0.11 -2.05 -2.26 10.68 10.38 9.64 30.7 1655503815.4810557
-0.11 -0.11 -2.04 -2.26 12.63 10.13 7.93 30.7 1655503815.4842708
-0.11 -0.11 -2.04 -2.27 13.92 9.46 9.28 32.65 1655503815.48734
-0.11 -0.11 -2.04 -2.26 13.49 10.31 8.48 32.29 1655503815.4909146
-0.11 -0.11 -2.04 -2.26 12.94 9.58 8.97 31.49 1655503815.4940648
-0.11 -0.11 -2.04 -2.26 11.6 10.93 8.61 31.13 1655503815.4973538
-0.11 -0.11 -2.04 -2.26 12.15 10.8 7.63 30.58 1655503815.5005567
-0.11 -0.11 -2.04 -2.26 11.84 9.77 8.18 29.79 1655503815.503855
-0.11 -0.12 -2.04 -2.27 12.63 9.89 9.4 31.92 1655503815.5075817
-0.11 -0.12 -2.05 -2.28 12.7 9.58 9.03 31.31 1655503815.5113416
-0.11 -0.11 -2.04 -2.27 12.08 9.03 8.91 30.03 1655503815.5148418
-0.11 -0.11 -2.04 -2.27 12.39 8.67 8.79 29.85 1655503815.5176246
-0.11 -0.11 -2.04 -2.26 12.15 9.16 10.68 31.98 1655503815.5208852
-0.11 -0.11 -2.04 -2.26 13.12 9.58 9.4 32.1 1655503815.5242164
-0.11 -0.11 -2.04 -2.27 12.82 10.38 10.44 33.63 1655503815.527569
-0.11 -0.12 -2.04 -2.26 13.18 8.91 8.61 30.7 1655503815.5308225
-0.11 -0.12 -2.04 -2.27 11.72 11.05 10.25 33.02 1655503815.5341232
-0.11 -0.11 -2.04 -2.26 12.15 10.13 9.46 31.74 1655503815.5372922
-0.11 -0.11 -2.04 -2.27 13.79 9.46 9.95 33.2 1655503815.5406737
-0.11 -0.11 -2.04 -2.26 13.06 10.01 9.77 32.84 1655503815.5438
-0.11 -0.12 -2.04 -2.27 13.55 8.54 9.09 31.19 1655503815.5474355
-0.11 -0.11 -2.04 -2.27 12.57 8.36 8.79 29.72 1655503815.550743
-0.11 -0.11 -2.04 -2.26 14.16 8.67 8.91 31.74 1655503815.554056
-0.12 -0.11 -2.05 -2.27 12.57 10.31 9.34 32.23 1655503815.5573466
-0.11 -0.11 -2.04 -2.26 12.27 10.8 9.22 32.29 1655503815.5606754
-0.11 -0.11 -2.04 -2.26 10.13 8.91 8.54 27.59 1655503815.5639615
-0.11 -0.11 -2.04 -2.26 11.54 10.93 8.0 30.46 1655503815.5673325
-0.11 -0.11 -2.04 -2.26 12.08 10.44 7.87 30.4 1655503815.5705955
-0.11 -0.11 -2.04 -2.26 13.37 9.09 7.63 30.09 1655503815.5739617
-0.11 -0.11 -2.04 -2.26 12.76 9.95 8.91 31.62 1655503815.5772517
-0.11 -0.11 -2.03 -2.26 13.18 9.83 10.44 33.45 1655503815.580549
-0.11 -0.11 -2.04 -2.26 11.96 10.19 10.38 32.53 1655503815.5838828
-0.11 -0.11 -2.04 -2.26 12.45 9.22 9.16 30.82 1655503815.5872135
-0.11 -0.12 -2.04 -2.26 12.57 10.38 9.77 32.71 1655503815.5905025
-0.11 -0.11 -2.04 -2.26 11.35 10.5 9.03 30.88 1655503815.5938041
-0.11 -0.11 -2.04 -2.26 11.72 10.74 7.93 30.4 1655503815.5971513
-0.11 -0.11 -2.03 -2.25 11.96 8.3 8.48 28.75 1655503815.6004531
-0.11 -0.11 -2.03 -2.26 13.55 9.34 10.07 32.96 1655503815.6037226
-0.11 -0.11 -2.03 -2.25 13.12 9.64 9.16 31.92 1655503815.6070912
-0.11 -0.12 -2.04 -2.26 12.21 10.13 9.34 31.68 1655503815.6103795
-0.11 -0.12 -2.03 -2.25 13.06 10.25 8.61 31.92 1655503815.6136918
-0.1 -0.11 -2.04 -2.26 13.98 9.89 9.58 33.45 1655503815.6169746
-0.1 -0.12 -2.04 -2.26 13.79 10.74 9.16 33.69 1655503815.6203146
-0.11 -0.12 -2.04 -2.27 13.06 8.42 9.4 30.88 1655503815.6236064
-0.11 -0.12 -2.04 -2.27 13.37 9.64 8.36 31.37 1655503815.6269948
-0.11 -0.12 -2.04 -2.26 11.6 9.28 8.91 29.79 1655503815.6302454
-0.1 -0.12 -2.03 -2.25 11.72 10.8 9.58 32.1 1655503815.6335928
-0.1 -0.11 -2.04 -2.26 13.06 10.5 9.22 32.78 1655503815.6369238
-0.11 -0.11 -2.04 -2.26 11.84 8.73 8.3 28.87 1655503815.6402225
-0.1 -0.11 -2.04 -2.25 13.24 9.22 8.0 30.46 1655503815.6435456
-0.11 -0.11 -2.04 -2.26 13.43 10.62 9.89 33.94 1655503815.6468685
-0.1 -0.11 -2.04 -2.25 10.99 9.77 10.68 31.43 1655503815.6501803
-0.11 -0.12 -2.05 -2.27 11.84 9.83 9.58 31.25 1655503815.6534755
-0.11 -0.12 -2.04 -2.27 13.37 9.7 9.03 32.1 1655503815.656795
-0.11 -0.12 -2.04 -2.26 12.39 9.09 9.34 30.82 1655503815.660123
-0.11 -0.11 -2.04 -2.26 12.51 9.89 8.67 31.07 1655503815.66342
-0.11 -0.11 -2.04 -2.26 11.84 9.52 8.97 30.33 1655503815.6667287
-0.11 -0.12 -2.03 -2.26 12.02 10.56 8.3 30.88 1655503815.6700537
-0.11 -0.12 -2.03 -2.26 13.55 11.6 7.93 33.08 1655503815.6733568
-0.11 -0.11 -2.04 -2.26 12.94 9.34 8.54 30.82 1655503815.6766577
-0.11 -0.11 -2.04 -2.27 14.28 10.38 8.91 33.57 1655503815.6799788
-0.11 -0.11 -2.04 -2.27 13.61 10.62 8.97 33.2 1655503815.6833298
-0.11 -0.11 -2.04 -2.26 13.61 10.25 8.3 32.17 1655503815.6866186
-0.11 -0.11 -2.04 -2.27 14.47 8.91 9.46 32.84 1655503815.6899827
-0.11 -0.11 -2.05 -2.27 13.12 8.91 8.61 30.64 1655503815.693265
-0.11 -0.11 -2.04 -2.26 12.45 10.25 8.3 31.01 1655503815.6965744
-0.11 -0.11 -2.04 -2.27 11.6 8.61 9.89 30.09 1655503815.6998596
-0.11 -0.11 -2.04 -2.26 12.82 10.13 9.34 32.29 1655503815.703174
-0.11 -0.11 -2.03 -2.25 13.92 11.05 8.36 33.33 1655503815.7062945
-0.11 -0.11 -2.04 -2.25 13.79 9.7 9.09 32.59 1655503815.7094448
-0.11 -0.11 -2.04 -2.26 13.0 9.22 9.34 31.56 1655503815.7131064
-0.11 -0.11 -2.04 -2.26 10.38 7.93 9.58 27.89 1655503815.7165122
-0.11 -0.12 -2.05 -2.27 11.84 9.77 8.79 30.4 1655503815.7198827
-0.11 -0.11 -2.04 -2.26 11.78 9.46 9.46 30.7 1655503815.72287
-0.11 -0.11 -2.04 -2.27 10.62 10.19 9.16 29.97 1655503815.7260442
-0.11 -0.11 -2.04 -2.26 11.9 10.38 9.22 31.49 1655503815.7293444
-0.11 -0.11 -2.04 -2.26 12.21 9.52 9.7 31.43 1655503815.7326593
-0.11 -0.11 -2.04 -2.27 11.47 9.16 10.56 31.19 1655503815.73651
-0.11 -0.11 -2.04 -2.26 12.51 10.31 10.01 32.84 1655503815.7396028
-0.11 -0.11 -2.05 -2.27 12.27 9.16 8.61 30.03 1655503815.7429614
-0.11 -0.11 -2.04 -2.27 12.33 9.46 8.61 30.4 1655503815.7462053
-0.11 -0.11 -2.05 -2.27 13.79 8.24 8.91 30.94 1655503815.7492282
-0.1 -0.12 -2.04 -2.26 12.15 9.16 10.25 31.56 1655503815.7529173
-0.11 -0.11 -2.04 -2.26 11.41 9.52 9.28 30.21 1655503815.7558985
-0.1 -0.11 -2.05 -2.26 11.84 10.5 9.7 32.04 1655503815.7591918
-0.11 -0.11 -2.04 -2.26 12.45 9.34 9.16 30.94 1655503815.7628062
-0.11 -0.12 -2.04 -2.26 13.31 10.13 8.97 32.41 1655503815.7661414
-0.11 -0.11 -2.04 -2.26 13.12 10.07 9.03 32.23 1655503815.7692113
-0.11 -0.11 -2.03 -2.26 13.18 10.25 9.34 32.78 1655503815.7724717
-0.11 -0.12 -2.04 -2.27 11.29 10.56 9.52 31.37 1655503815.77596
-0.11 -0.12 -2.04 -2.26 12.94 9.46 8.79 31.19 1655503815.7793975
-0.11 -0.11 -2.04 -2.26 13.12 11.05 9.58 33.75 1655503815.7825892
-0.11 -0.12 -2.04 -2.26 12.02 10.31 9.03 31.37 1655503815.7860858
-0.11 -0.12 -2.04 -2.27 11.84 9.22 8.91 29.97 1655503815.7893524
-0.11 -0.12 -2.04 -2.27 12.02 9.09 8.61 29.72 1655503815.7926636
-0.11 -0.11 -2.04 -2.26 12.88 9.09 8.24 30.21 1655503815.7959762
-0.11 -0.12 -2.03 -2.26 12.33 9.89 10.07 32.29 1655503815.7993279
-0.11 -0.12 -2.03 -2.25 13.37 9.09 9.46 31.92 1655503815.8026865
-0.11 -0.12 -2.04 -2.26 13.98 9.28 8.54 31.8 1655503815.8059592
-0.11 -0.12 -2.04 -2.27 12.27 10.38 9.34 31.98 1655503815.809636
-0.11 -0.12 -2.04 -2.26 13.43 10.93 9.22 33.57 1655503815.8125782
-0.11 -0.12 -2.04 -2.27 13.24 9.95 9.09 32.29 1655503815.8158617
-0.11 -0.12 -2.05 -2.27 12.21 9.7 8.97 30.88 1655503815.8192556
-0.11 -0.12 -2.05 -2.27 11.96 10.44 8.54 30.94 1655503815.8225248
-0.11 -0.12 -2.04 -2.27 14.77 9.83 8.85 33.45 1655503815.8258305
-0.1 -0.11 -2.04 -2.25 15.2 9.7 9.28 34.18 1655503815.8291647
-0.11 -0.11 -2.04 -2.26 14.28 10.99 9.46 34.73 1655503815.8325143
-0.11 -0.11 -2.04 -2.26 13.12 7.75 9.58 30.46 1655503815.8357813
-0.11 -0.11 -2.04 -2.26 13.92 9.4 10.62 33.94 1655503815.8391435
-0.1 -0.11 -2.03 -2.25 14.16 10.68 8.97 33.81 1655503815.8424187
-0.11 -0.11 -2.04 -2.26 10.5 10.62 10.44 31.56 1655503815.8457649
-0.11 -0.11 -2.04 -2.26 13.43 10.8 9.64 33.87 1655503815.8490388
-0.11 -0.11 -2.04 -2.26 11.96 8.73 9.34 30.03 1655503815.8523955
-0.11 -0.11 -2.03 -2.25 13.24 8.48 9.64 31.37 1655503815.8556533
-0.11 -0.11 -2.04 -2.27 12.15 8.85 10.99 31.98 1655503815.8590517
-0.11 -0.11 -2.04 -2.27 13.0 9.28 8.36 30.64 1655503815.8623219
-0.11 -0.11 -2.04 -2.26 13.37 9.7 8.54 31.62 1655503815.865622
-0.11 -0.11 -2.04 -2.26 13.79 9.64 9.46 32.9 1655503815.8690012
-0.12 -0.11 -2.05 -2.27 14.4 11.11 9.28 34.79 1655503815.8722923
-0.11 -0.11 -2.04 -2.26 12.94 9.28 9.7 31.92 1655503815.8755705
-0.11 -0.12 -2.04 -2.27 14.4 10.74 9.09 34.24 1655503815.8789334
-0.11 -0.11 -2.04 -2.26 11.6 9.03 9.52 30.15 1655503815.8822258
-0.11 -0.11 -2.04 -2.27 12.88 8.18 8.67 29.72 1655503815.8855565
-0.11 -0.11 -2.04 -2.27 11.84 9.7 9.64 31.19 1655503815.8888721
-0.11 -0.11 -2.04 -2.26 12.45 9.22 8.61 30.27 1655503815.8921883
-0.11 -0.11 -2.04 -2.26 11.78 8.97 9.77 30.52 1655503815.895462
-0.11 -0.11 -2.04 -2.25 14.04 9.64 9.46 33.14 1655503815.8986135
-0.11 -0.11 -2.04 -2.26 15.32 9.77 9.7 34.79 1655503815.901883
-0.11 -0.11 -2.04 -2.26 14.34 9.7 10.01 34.06 1655503815.9051993
-0.11 -0.11 -2.05 -2.27 15.44 9.28 10.38 35.1 1655503815.908401
-0.11 -0.11 -2.04 -2.26 11.9 8.97 9.89 30.76 1655503815.9117694
-0.11 -0.12 -2.04 -2.26 10.56 10.44 10.62 31.62 1655503815.915228
-0.12 -0.11 -2.03 -2.26 12.51 10.25 10.01 32.78 1655503815.918394
-0.11 -0.11 -2.04 -2.26 12.45 9.58 8.91 30.94 1655503815.9217653
-0.11 -0.11 -2.03 -2.26 12.15 9.34 9.58 31.07 1655503815.9249942
-0.11 -0.11 -2.04 -2.27 12.33 9.28 9.09 30.7 1655503815.928353
-0.11 -0.11 -2.04 -2.25 11.29 9.46 9.16 29.91 1655503815.9317575
-0.11 -0.12 -2.04 -2.26 13.37 9.95 9.58 32.9 1655503815.9348698
-0.11 -0.11 -2.05 -2.27 14.04 8.3 9.16 31.49 1655503815.9382432
-0.11 -0.11 -2.04 -2.25 13.31 10.8 9.03 33.14 1655503815.9414957
-0.11 -0.11 -2.04 -2.25 13.37 9.64 8.36 31.37 1655503815.9451268
-0.11 -0.11 -2.04 -2.26 12.94 11.17 9.16 33.26 1655503815.9483523
-0.11 -0.11 -2.04 -2.26 12.45 9.95 8.36 30.76 1655503815.9516354
-0.11 -0.11 -2.04 -2.25 12.27 9.89 9.34 31.49 1655503815.9551704
-0.11 -0.12 -2.04 -2.26 13.43 10.38 8.12 31.92 1655503815.9583118
-0.1 -0.12 -2.04 -2.26 13.92 9.03 7.69 30.64 1655503815.9616046
-0.11 -0.11 -2.04 -2.26 13.18 8.42 8.42 30.03 1655503815.9649282
-0.11 -0.11 -2.04 -2.26 12.15 8.85 8.97 29.97 1655503815.968184
-0.11 -0.12 -2.04 -2.27 12.63 10.56 8.42 31.62 1655503815.9714472
-0.11 -0.11 -2.04 -2.27 11.23 10.38 9.28 30.88 1655503815.9748309
-0.11 -0.11 -2.04 -2.26 11.47 9.4 9.89 30.76 1655503815.97809
-0.11 -0.11 -2.05 -2.26 12.08 8.85 9.7 30.64 1655503815.9814036
-0.11 -0.12 -2.04 -2.26 12.21 8.54 8.36 29.11 1655503815.984759
-0.11 -0.11 -2.04 -2.27 13.67 9.95 8.97 32.59 1655503815.9880342
-0.11 -0.11 -2.04 -2.26 12.27 10.25 8.48 31.01 1655503815.9913905
-0.11 -0.12 -2.04 -2.26 13.31 10.25 8.67 32.23 1655503815.994717
-0.11 -0.11 -2.04 -2.26 11.47 9.22 8.67 29.36 1655503815.9980483
-0.11 -0.11 -2.04 -2.27 13.85 9.7 9.16 32.71 1655503816.001416
-0.11 -0.11 -2.04 -2.26 13.0 9.28 8.85 31.13 1655503816.0047498
-0.11 -0.12 -2.04 -2.27 12.76 9.58 8.48 30.82 1655503816.0081618
-0.11 -0.11 -2.04 -2.26 12.82 9.46 9.09 31.37 1655503816.0115242
-0.11 -0.12 -2.04 -2.27 13.06 10.13 8.67 31.86 1655503816.01483
-0.11 -0.11 -2.04 -2.26 11.66 8.06 8.48 28.2 1655503816.018125
-0.11 -0.11 -2.04 -2.26 13.55 8.91 8.3 30.76 1655503816.0214462
-0.11 -0.11 -2.04 -2.27 13.06 8.91 8.42 30.4 1655503816.0247712
-0.11 -0.11 -2.04 -2.27 13.92 8.73 9.03 31.68 1655503816.0280733
-0.11 -0.11 -2.04 -2.26 13.61 8.61 8.91 31.13 1655503816.031396
-0.11 -0.11 -2.04 -2.26 14.04 9.22 8.54 31.8 1655503816.0346837
-0.11 -0.11 -2.04 -2.26 13.0 9.22 9.95 32.17 1655503816.0379825
-0.11 -0.11 -2.05 -2.26 13.31 10.19 8.91 32.41 1655503816.041308
-0.11 -0.11 -2.04 -2.26 13.31 9.77 9.28 32.35 1655503816.044609
-0.11 -0.11 -2.04 -2.26 12.27 10.13 8.73 31.13 1655503816.0479965
-0.11 -0.12 -2.04 -2.27 13.0 9.89 7.87 30.76 1655503816.0512476
-0.11 -0.11 -2.04 -2.26 11.84 8.97 8.97 29.79 1655503816.054538
-0.11 -0.11 -2.04 -2.26 12.08 9.77 9.89 31.74 1655503816.0578628
-0.11 -0.12 -2.04 -2.27 12.88 9.34 8.73 30.94 1655503816.0611792
-0.11 -0.11 -2.04 -2.27 14.71 8.85 9.22 32.78 1655503816.0644908
-0.11 -0.11 -2.04 -2.26 12.39 8.3 10.07 30.76 1655503816.0677986
-0.11 -0.11 -2.04 -2.26 12.51 10.31 8.36 31.19 1655503816.0711691
-0.11 -0.11 -2.04 -2.27 12.45 8.54 9.4 30.4 1655503816.0744402
-0.11 -0.11 -2.04 -2.26 12.45 9.52 8.61 30.58 1655503816.0777576
-0.11 -0.11 -2.04 -2.26 12.94 10.01 10.01 32.96 1655503816.0811334
-0.11 -0.11 -2.03 -2.26 14.16 9.46 9.52 33.14 1655503816.0844023
-0.1 -0.11 -2.04 -2.26 13.31 9.22 9.34 31.86 1655503816.0876904
-0.11 -0.11 -2.04 -2.27 12.94 10.62 8.91 32.47 1655503816.0910435
-0.11 -0.11 -2.04 -2.26 11.54 9.52 8.91 29.97 1655503816.094299
-0.11 -0.11 -2.05 -2.27 13.06 8.73 8.73 30.52 1655503816.097652
-0.11 -0.11 -2.05 -2.27 13.37 8.42 9.46 31.25 1655503816.1009767
-0.11 -0.11 -2.04 -2.27 12.63 9.16 9.46 31.25 1655503816.1042626
-0.11 -0.11 -2.04 -2.27 12.51 9.77 9.22 31.49 1655503816.1076312
-0.11 -0.11 -2.04 -2.26 12.08 9.7 8.42 30.21 1655503816.1108422
-0.11 -0.11 -2.04 -2.26 13.12 8.97 10.38 32.47 1655503816.1142857
-0.11 -0.11 -2.04 -2.26 11.05 10.19 8.3 29.54 1655503816.1173835
-0.11 -0.11 -2.04 -2.26 11.84 10.13 9.16 31.13 1655503816.1206405
-0.11 -0.12 -2.04 -2.27 14.28 8.97 8.36 31.62 1655503816.123991
-0.11 -0.11 -2.04 -2.26 12.21 10.5 10.31 33.02 1655503816.127327
-0.11 -0.12 -2.03 -2.26 13.37 8.91 7.93 30.21 1655503816.130877
-0.11 -0.11 -2.04 -2.26 13.31 9.89 10.13 33.33 1655503816.1341517
-0.11 -0.11 -2.04 -2.26 12.63 9.64 8.42 30.7 1655503816.137426
-0.1 -0.12 -2.04 -2.26 13.06 9.09 8.06 30.21 1655503816.1407623
-0.1 -0.11 -2.04 -2.26 12.02 10.38 8.79 31.19 1655503816.1440856
-0.1 -0.11 -2.04 -2.26 13.55 9.64 10.19 33.39 1655503816.1474094
-0.1 -0.11 -2.04 -2.25 12.51 10.62 10.44 33.57 1655503816.150723
-0.11 -0.11 -2.04 -2.26 13.06 10.01 9.4 32.47 1655503816.153975
-0.11 -0.11 -2.04 -2.26 14.04 10.74 10.31 35.1 1655503816.1572888
-0.1 -0.12 -2.05 -2.26 14.4 8.79 9.28 32.47 1655503816.1606011
-0.1 -0.11 -2.04 -2.26 13.24 9.22 8.73 31.19 1655503816.1639507
-0.11 -0.11 -2.04 -2.27 11.72 10.56 8.85 31.13 1655503816.16727
-0.1 -0.11 -2.05 -2.27 12.88 10.25 8.06 31.19 1655503816.1705687
-0.11 -0.12 -2.04 -2.27 11.84 8.85 8.18 28.87 1655503816.173841
-0.11 -0.12 -2.04 -2.27 12.63 10.01 8.61 31.25 1655503816.1771796
-0.11 -0.12 -2.04 -2.26 12.82 10.56 8.91 32.29 1655503816.1805084
-0.11 -0.11 -2.03 -2.25 11.96 11.23 9.83 33.02 1655503816.1838427
-0.1 -0.11 -2.04 -2.26 12.21 11.47 9.83 33.51 1655503816.1871743
-0.11 -0.12 -2.04 -2.26 13.12 11.66 9.16 33.94 1655503816.1904461
-0.1 -0.12 -2.04 -2.26 14.47 11.11 10.01 35.58 1655503816.1938004
-0.1 -0.12 -2.04 -2.26 13.0 12.39 8.91 34.3 1655503816.1970987
-0.1 -0.12 -2.06 -2.28 12.82 10.8 8.18 31.8 1655503816.2003984
-0.11 -0.12 -2.06 -2.28 13.18 10.01 9.09 32.29 1655503816.2036498
-0.11 -0.11 -2.05 -2.27 11.54 8.06 9.22 28.81 1655503816.2070017
-0.11 -0.12 -2.06 -2.28 12.02 9.46 9.58 31.07 1655503816.2101247
-0.11 -0.11 -2.04 -2.26 11.41 8.42 9.28 29.11 1655503816.213549
-0.11 -0.11 -2.04 -2.26 11.96 9.7 9.09 30.76 1655503816.2169979
-0.11 -0.11 -2.03 -2.25 11.23 9.28 10.19 30.7 1655503816.220276
-0.11 -0.11 -2.03 -2.25 13.73 9.58 10.07 33.39 1655503816.2235866
-0.12 -0.12 -2.03 -2.27 14.71 9.28 9.4 33.39 1655503816.2268498
-0.11 -0.12 -2.04 -2.27 14.71 7.2 9.7 31.62 1655503816.230213
-0.11 -0.11 -2.04 -2.27 14.1 10.38 9.95 34.42 1655503816.2333183
-0.11 -0.11 -2.04 -2.27 12.7 8.73 9.16 30.58 1655503816.2364829
-0.12 -0.11 -2.04 -2.27 12.39 8.73 8.97 30.09 1655503816.239836
-0.11 -0.11 -2.04 -2.26 10.01 9.52 9.4 28.93 1655503816.2432044
-0.11 -0.11 -2.04 -2.25 10.07 9.34 9.4 28.81 1655503816.2465873
-0.11 -0.11 -2.03 -2.25 11.29 9.83 9.03 30.15 1655503816.2499328
-0.11 -0.11 -2.03 -2.25 13.55 9.95 9.22 32.71 1655503816.2531142
-0.11 -0.1 -2.03 -2.24 13.98 8.97 9.16 32.1 1655503816.2564309
-0.11 -0.11 -2.04 -2.26 14.22 10.93 9.46 34.61 1655503816.259726
-0.11 -0.11 -2.04 -2.26 13.37 9.83 10.19 33.39 1655503816.2633753
-0.11 -0.11 -2.05 -2.26 12.94 11.96 9.52 34.42 1655503816.2663143
-0.11 -0.11 -2.04 -2.26 11.47 10.19 8.73 30.4 1655503816.2695737
-0.11 -0.11 -2.05 -2.26 10.99 11.23 8.0 30.21 1655503816.2730253
-0.11 -0.11 -2.04 -2.26 11.23 10.25 8.73 30.21 1655503816.2762358
-0.11 -0.11 -2.04 -2.26 10.25 9.64 9.4 29.3 1655503816.2795632
-0.11 -0.11 -2.04 -2.25 13.12 10.01 9.4 32.53 1655503816.2828135
-0.11 -0.11 -2.03 -2.25 13.12 9.03 8.91 31.07 1655503816.2862532
-0.11 -0.11 -2.04 -2.26 13.79 10.01 9.34 33.14 1655503816.289502
-0.11 -0.11 -2.04 -2.26 14.83 9.52 9.58 33.94 1655503816.2927616
-0.11 -0.11 -2.05 -2.26 13.67 10.38 8.61 32.65 1655503816.2962506
-0.11 -0.11 -2.04 -2.26 12.82 11.23 9.46 33.51 1655503816.299448
-0.11 -0.11 -2.05 -2.28 13.18 9.7 7.93 30.82 1655503816.3028216
-0.11 -0.11 -2.04 -2.27 12.02 10.19 8.91 31.13 1655503816.3061895
-0.11 -0.12 -2.04 -2.26 12.02 10.01 9.64 31.68 1655503816.3096566
-0.11 -0.12 -2.04 -2.26 12.21 9.16 10.19 31.56 1655503816.3128512
-0.1 -0.12 -2.04 -2.26 12.45 11.54 9.03 33.02 1655503816.3161461
-0.1 -0.12 -2.03 -2.25 12.39 10.13 8.67 31.19 1655503816.319307
-0.11 -0.12 -2.03 -2.26 13.12 10.56 10.31 34.0 1655503816.322714
-0.11 -0.12 -2.04 -2.27 14.16 10.13 9.22 33.51 1655503816.3259804
-0.11 -0.12 -2.04 -2.27 12.57 11.6 8.12 32.29 1655503816.3293002
-0.11 -0.12 -2.04 -2.27 13.49 10.07 8.91 32.47 1655503816.3327258
-0.11 -0.11 -2.04 -2.27 12.63 10.8 8.73 32.17 1655503816.335924
-0.11 -0.12 -2.04 -2.27 12.33 10.13 10.38 32.84 1655503816.3393567
-0.11 -0.12 -2.03 -2.26 10.56 10.74 9.52 30.82 1655503816.3427243
-0.1 -0.11 -2.04 -2.25 12.27 11.11 10.01 33.39 1655503816.3458712
-0.11 -0.12 -2.03 -2.26 12.39 10.25 9.89 32.53 1655503816.349091
-0.11 -0.12 -2.03 -2.26 13.79 10.25 8.73 32.78 1655503816.3527918
-0.11 -0.11 -2.04 -2.26 12.82 11.9 8.79 33.51 1655503816.3563688
-0.11 -0.11 -2.04 -2.26 13.67 11.29 8.67 33.63 1655503816.3594477
-0.11 -0.11 -2.05 -2.27 14.34 9.52 8.97 32.84 1655503816.3627195
-0.11 -0.11 -2.05 -2.27 12.45 9.77 9.64 31.86 1655503816.3660645
-0.11 -0.11 -2.05 -2.27 12.76 9.09 8.97 30.82 1655503816.3693757
-0.11 -0.11 -2.04 -2.26 12.7 9.52 8.61 30.82 1655503816.3727531
-0.11 -0.11 -2.04 -2.26 12.63 9.34 8.85 30.82 1655503816.3759823
-0.11 -0.11 -2.03 -2.25 11.17 9.52 9.58 30.27 1655503816.3794777
-0.11 -0.11 -2.03 -2.25 12.57 9.09 9.09 30.76 1655503816.3825896
-0.11 -0.11 -2.04 -2.26 12.7 8.73 9.22 30.64 1655503816.3858848
-0.11 -0.11 -2.04 -2.26 13.73 10.25 9.64 33.63 1655503816.3892095
-0.11 -0.11 -2.04 -2.26 13.49 9.7 9.22 32.41 1655503816.392544
-0.11 -0.12 -2.04 -2.27 14.34 9.34 9.46 33.14 1655503816.3959095
-0.11 -0.11 -2.04 -2.27 13.18 9.34 9.83 32.35 1655503816.399196
-0.11 -0.12 -2.04 -2.27 12.7 11.23 9.03 32.96 1655503816.402335
-0.11 -0.11 -2.04 -2.26 12.21 9.89 10.19 32.29 1655503816.4058137
-0.11 -0.11 -2.04 -2.27 12.33 11.05 9.34 32.71 1655503816.4091418
-0.11 -0.12 -2.03 -2.26 11.96 10.5 10.01 32.47 1655503816.412496
-0.11 -0.11 -2.04 -2.26 12.33 9.09 10.44 31.86 1655503816.4158576
-0.11 -0.12 -2.04 -2.27 13.0 9.09 8.73 30.82 1655503816.4192126
